category,scientific_name,common_names,conservation_status,is_protected
Vascular Plant,Euphorbia lathyris,Moleplant,No Intervention,False
Vascular Plant,Euphorbia marginata,Snow On The Mountain,No Intervention,False
Vascular Plant,Euphorbia mercurialina,Mercury Spurge,No Intervention,False
Vascular Plant,Euphorbia pubentissima,Dogbane-Leaved Spurge,No Intervention,False
Vascular Plant,Euphorbia purpurea,Glade Spurge,Species of Concern,True
Vascular Plant,Ricinus communis,Castorbean,No Intervention,False
Vascular Plant,Hypericum buckleii,Buckley's St. Johnswort,No Intervention,False
Vascular Plant,Hypericum densiflorum,"Bushy St. John's-Wort, Shrubby St. John's-Wort",No Intervention,False
Vascular Plant,Hypericum drummondii,Nits And Lice,No Intervention,False
Vascular Plant,Hypericum gentianoides,"Orange-Grass St. John's-Wort, Pineweed",No Intervention,False
Vascular Plant,Hypericum graveolens,Mountain St. John's-Wort,No Intervention,False
Vascular Plant,Hypericum hypericoides,St. Andrews Cross,No Intervention,False
Vascular Plant,Hypericum hypericoides ssp. hypericoides,St. Andrew's Cross,No Intervention,False
Vascular Plant,Hypericum hypericoides ssp. multicaule,"A St. John's-Wort, Low St. Andrew's Cross",No Intervention,False
Vascular Plant,Hypericum mitchellianum,"Blue Ridge St. John's-Wort, Mitchell's St.John's-Wort",No Intervention,False
Vascular Plant,Hypericum mutilum,"Dwarf St. John's-Wort, Slender St. John's-Wort",No Intervention,False
Vascular Plant,Hypericum perforatum,"A St. John's-Wort, Common St. John's-Wort",No Intervention,False
Vascular Plant,Hypericum pseudomaculatum,False Spotted St. Johnswort,No Intervention,False
Vascular Plant,Hypericum punctatum,"Common St. John's-Wort, Dotted St. John's-Wort",No Intervention,False
Vascular Plant,Hypericum virgatum,Sharpleaf St. Johnswort,No Intervention,False
Vascular Plant,Linum intercursum,Sandplain Flax,No Intervention,False
Vascular Plant,Linum medium var. texanum,Stiff Yellow Flax,No Intervention,False
Vascular Plant,Linum striatum,"Ridged Yellow Flax, Yellow Flax",No Intervention,False
Vascular Plant,Linum virginianum,Virginia Flax,No Intervention,False
Vascular Plant,Passiflora incarnata,"Passion-Flower, May-Pop, Purple Passion-Flower",No Intervention,False
Vascular Plant,Passiflora lutea,"Yellow Passionflower, Yellow Passion-Flower",No Intervention,False
Vascular Plant,Phyllanthus caroliniensis,"Carolina Leaf-Flower, Phyllanthus",No Intervention,False
Vascular Plant,Podostemum ceratophyllum,"Riverweed, Threadfoot",No Intervention,False
Vascular Plant,Populus alba,"Silver Poplar, White Poplar",No Intervention,False
Vascular Plant,Populus balsamifera ssp. balsamifera,Balm Of Gilead,No Intervention,False
Vascular Plant,Populus deltoides,Eastern Cottonwood,No Intervention,False
Vascular Plant,Populus grandidentata,"Big-Toothed Aspen, Large-Toothed Aspen",No Intervention,False
Vascular Plant,Populus nigra,Lombardy Poplar,No Intervention,False
Vascular Plant,Populus X canescens,Gray Poplar,No Intervention,False
Vascular Plant,Populus X jackii,Jack's Poplar,No Intervention,False
Vascular Plant,Salix alba,A Willow,No Intervention,False
Vascular Plant,Salix babylonica,"A Willow, Weeping Willow",No Intervention,False
Vascular Plant,Salix caprea,Goat Willow,No Intervention,False
Vascular Plant,Salix caroliniana,Carolina Willow,No Intervention,False
Vascular Plant,Salix discolor,Pussy Willow,No Intervention,False
Vascular Plant,Salix eriocephala,"Missouri River Willow, Missouri Willow",No Intervention,False
Vascular Plant,Salix humilis,Prairie Willow,No Intervention,False
Vascular Plant,Salix humilis var. humilis,Prairie Willow,No Intervention,False
Vascular Plant,Salix humilis var. tristis,Dwarf Willow,No Intervention,False
Vascular Plant,Salix nigra,"A Willow, Black Willow",No Intervention,False
Vascular Plant,Salix sericea,Silky Willow,No Intervention,False
Vascular Plant,Salix X pendulina,Pendulous Willow,No Intervention,False
Vascular Plant,Hybanthus concolor,Green Violet,No Intervention,False
Vascular Plant,Viola arvensis,Field Pansy,No Intervention,False
Vascular Plant,Viola bicolor,"Field Pansy, Wild Pansy",No Intervention,False
Vascular Plant,Viola blanda,Sweet White Violet,No Intervention,False
Vascular Plant,Viola blanda var. blanda,Sweet White Violet,No Intervention,False
Vascular Plant,Viola blanda var. palustriformis,"Large-Leaf White Violet, Large-Leaved Violet",No Intervention,False
Vascular Plant,Viola canadensis,Canadian White Violet,No Intervention,False
Vascular Plant,Viola canadensis var. canadensis,Canadian Violet,No Intervention,False
Vascular Plant,Viola canadensis var. corymbosa,Canadian Violet,No Intervention,False
Vascular Plant,Viola conspersa,"American Bog Violet, Dog Violet",No Intervention,False
Vascular Plant,Viola cucullata,Marsh Blue Violet,No Intervention,False
Vascular Plant,Viola egglestonii,Glade Violet,No Intervention,False
Vascular Plant,Viola hastata,"Halberd-Leaved Violet, Halberd-Leaved Yellow Violet",No Intervention,False
Vascular Plant,Viola hirsutula,Southern Wood Violet,No Intervention,False
Vascular Plant,Viola labradorica,Alpine Violet,No Intervention,False
Vascular Plant,Viola lanceolata,"Lance-Leaf Violet, Lance-Leaved Violet",No Intervention,False
Vascular Plant,Viola macloskeyi ssp. pallens,"Northern White Violet, Smooth White Violet",No Intervention,False
Vascular Plant,Viola missouriensis,Missouri Violet,No Intervention,False
Vascular Plant,Viola odorata,"English Violet, Sweet Violet",No Intervention,False
Vascular Plant,Viola pedata,"Bird's Foot Violet, Bird's-Foot Violet",No Intervention,False
Vascular Plant,Viola porterana,Stone's Violet,No Intervention,False
Vascular Plant,Viola pubescens,Downy Yellow Violet,No Intervention,False
Vascular Plant,Viola pubescens var. pubescens,Hairy Yellow Violet,No Intervention,False
Vascular Plant,Viola pubescens var. scabriuscula,Downy Yellow Violet,No Intervention,False
Vascular Plant,Viola rostrata,"Beaked Violet, Long-Spur Violet",No Intervention,False
Vascular Plant,Viola rotundifolia,"Early Yellow Violet, Roundleaf Violet",No Intervention,False
Vascular Plant,Viola sagittata,Arrow-Leaved Violet,No Intervention,False
Vascular Plant,Viola sagittata var. ovata,Arrowleaf Violet,No Intervention,False
Vascular Plant,Viola sagittata var. sagittata,Arrowleaf Violet,No Intervention,False
Vascular Plant,Viola septemloba,Violet,No Intervention,False
Vascular Plant,Viola septentrionalis,Northern Woodland Violet,No Intervention,False
Vascular Plant,Viola sororia,Woolly Blue Violet,No Intervention,False
Vascular Plant,Viola striata,"Pale Violet, Striped Violet",No Intervention,False
Vascular Plant,Viola tripartita,"Oval-Leaved Violet, Three-Parted Violet",No Intervention,False
Vascular Plant,Viola walteri,Violet,No Intervention,False
Vascular Plant,Viola X primulifolia,Primrose-Leaved Violet,No Intervention,False
Vascular Plant,Helianthemum bicknellii,"Bicknell's Frostweed, Plains Frostweed",No Intervention,False
Vascular Plant,Helianthemum canadense,"Canada Frostweed, Frostweed",No Intervention,False
Vascular Plant,Helianthemum propinquum,Low Frostweed,No Intervention,False
Vascular Plant,Lechea racemulosa,"Illinois Pinweed, Pinweed",No Intervention,False
Vascular Plant,Abutilon theophrasti,Velvetleaf,No Intervention,False
Vascular Plant,Alcea rosea,Hollyhock,No Intervention,False
Vascular Plant,Hibiscus moscheutos ssp. moscheutos,Crimsoneyed Rosemallow,No Intervention,False
Vascular Plant,Hibiscus syriacus,"Rose-Of-Sharon, Rose-Of-Sharon, Shrubby Althea",No Intervention,False
Vascular Plant,Malva moschata,Musk Mallow,No Intervention,False
Vascular Plant,Malva neglecta,"Common Mallow, Dwarf Cheeseweed",No Intervention,False
Vascular Plant,Malva sylvestris,"High Cheeseweed, High Mallow",No Intervention,False
Vascular Plant,Sida hermaphrodita,Virginia Fanpetals,No Intervention,False
Vascular Plant,Sida spinosa,Prickly Mallow,No Intervention,False
Vascular Plant,Tilia americana,American Basswood,No Intervention,False
Vascular Plant,Tilia americana var. americana,American Basswood,No Intervention,False
Vascular Plant,Tilia americana var. heterophylla,White Basswood,No Intervention,False
Vascular Plant,Dirca palustris,Eastern Leatherwood,No Intervention,False
Vascular Plant,Ammannia coccinea,"Ammannia, Tooth-Cup",No Intervention,False
Vascular Plant,Cuphea viscosissima,Clammy Cuphea,No Intervention,False
Vascular Plant,Rotala ramosior,"Rotala, Toothcup",No Intervention,False
Vascular Plant,Rhexia mariana,"Maryland Meadow Beauty, Pale Meadow Beauty",No Intervention,False
Vascular Plant,Rhexia mariana var. mariana,Maryland Meadowbeauty,No Intervention,False
Vascular Plant,Rhexia virginica,"Meadow Beauty, Virginia Meadow-Beauty",No Intervention,False
Vascular Plant,Circaea alpina,"Small Enchanter's Nightshade, Smaller Enchanter's-Nightshade",No Intervention,False
Vascular Plant,Circaea lutetiana ssp. canadensis,"Intermediate Enchanter's Nightshade, Larger Enchanter's-Nightshade",No Intervention,False
Vascular Plant,Epilobium ciliatum ssp. ciliatum,Willow-Herb,No Intervention,False
Vascular Plant,Epilobium coloratum,Willow-Herb,No Intervention,False
Vascular Plant,Gaura biennis,Biennial Gaura,No Intervention,False
Vascular Plant,Gaura filipes,Slenderstalk Beeblossom,No Intervention,False
Vascular Plant,Ludwigia alternifolia,"Alternate-Leaved Seedbox, Bushy Seedbox",No Intervention,False
Vascular Plant,Ludwigia decurrens,"Decurrent Seedbox, Primrose Willow",No Intervention,False
Vascular Plant,Ludwigia grandiflora,Large-Flower Primrose-Willow,No Intervention,False
Vascular Plant,Ludwigia palustris,Water Purslane,No Intervention,False
Vascular Plant,Ludwigia peploides ssp. glabrescens,Floating Primrosewillow,No Intervention,False
Vascular Plant,Ludwigia uruguayensis,Seedbox,No Intervention,False
Vascular Plant,Oenothera biennis,"Common Evening-Primrose, Evening Primrose",No Intervention,False
Vascular Plant,Oenothera fruticosa ssp. fruticosa,Sundrops,No Intervention,False
Vascular Plant,Oenothera fruticosa ssp. glauca,Sundrops,No Intervention,False
Vascular Plant,Oenothera laciniata,"Cut-Leaved Evening Primrose, Cut-Leaved Evening-Primrose",No Intervention,False
Vascular Plant,Oenothera linifolia,Threadleaf Eveningprimrose,No Intervention,False
Vascular Plant,Oenothera speciosa,"Showy Evening Primrose, White Evening-Primrose",No Intervention,False
Vascular Plant,Oenothera triloba,Stemless Eveningprimrose,No Intervention,False
Vascular Plant,Nuphar lutea ssp. advena,Yellow Water-Lily,No Intervention,False
Vascular Plant,Nymphaea odorata,"American Water-Lily, White Water-Lily",No Intervention,False
Vascular Plant,Botrychium biternatum,"Southern Grape Fern, Sparse-Lobe Grape-Fern",No Intervention,False
Vascular Plant,Botrychium dissectum,"Cutleaf Grape-Fern, Cut-Leaved Grape Fern",No Intervention,False
Vascular Plant,Botrychium jenmanii,Dixie Grapefern,No Intervention,False
Vascular Plant,Botrychium lanceolatum var. angustisegmentum,Lanceleaf Grapefern,No Intervention,False
Vascular Plant,Botrychium matricariifolium,"Daisy-Leaf Moonwort, Matricary Grapefern",No Intervention,False
Vascular Plant,Botrychium oneidense,Blunt-Lobed Grape Fern,No Intervention,False
Vascular Plant,Botrychium simplex,Least Moonwort,No Intervention,False
Vascular Plant,Botrychium virginianum,Rattlesnake Fern,No Intervention,False
Vascular Plant,Ophioglossum vulgatum,"Southern Adderstongue, Southern Adder's-Tongue",No Intervention,False
Vascular Plant,Osmunda cinnamomea,Cinnamon Fern,No Intervention,False
Vascular Plant,Osmunda claytoniana,Interrupted Fern,No Intervention,False
Vascular Plant,Osmunda regalis var. spectabilis,Royal Fern,No Intervention,False
Vascular Plant,Oxalis corniculata,Creeping Woodsorrel,No Intervention,False
Vascular Plant,Oxalis dillenii,"Dillen's Woodsorrel, Yellow Sorrel",No Intervention,False
Vascular Plant,Oxalis grandis,"Great Yellow Wood-Sorrel, Large Wood-Sorrel",No Intervention,False
Vascular Plant,Oxalis montana,"White Wood-Sorrel, Wood-Sorrel",No Intervention,False
Vascular Plant,Oxalis stricta,"Upright Yellow Wood-Sorrel, Yellow Wood-Sorrel",No Intervention,False
Vascular Plant,Oxalis violacea,Violet Wood-Sorrel,No Intervention,False
Vascular Plant,Juniperus chinensis,Chinese Juniper,No Intervention,False
Vascular Plant,Juniperus virginiana,Red Cedar,No Intervention,False
Vascular Plant,Platycladus orientalis,Oriental White Cedar,No Intervention,False
Vascular Plant,Thuja occidentalis,Northern White Cedar,No Intervention,False
Vascular Plant,Abies fraseri,Fraser Fir,Species of Concern,True
Vascular Plant,Picea abies,Norway Spruce,No Intervention,False
Vascular Plant,Picea rubens,Red Spruce,No Intervention,False
Vascular Plant,Pinus,Pine,No Intervention,False
Vascular Plant,Pinus echinata,Short-Leaf Pine,No Intervention,False
Vascular Plant,Pinus palustris,Longleaf Pine,No Intervention,False
Vascular Plant,Pinus pungens,Table Mountain Pine,No Intervention,False
Vascular Plant,Pinus rigida,Pitch Pine,No Intervention,False
Vascular Plant,Pinus strobus,White Pine,No Intervention,False
Vascular Plant,Pinus taeda,Loblolly Pine,No Intervention,False
Vascular Plant,Pinus virginiana,Virginia Or Scrub Pine,No Intervention,False
Vascular Plant,Tsuga canadensis,Eastern Hemlock,No Intervention,False
Vascular Plant,Aristolochia macrophylla,Dutchman's Pipe,No Intervention,False
Vascular Plant,Aristolochia serpentaria,"Snakeroot, Virginia Snakeroot",No Intervention,False
Vascular Plant,Asarum canadense,Wild Ginger,No Intervention,False
Vascular Plant,Hexastylis arifolia,"Little Brown Jug, Little Brown Jugs",No Intervention,False
Vascular Plant,Hexastylis heterophylla,Variableleaf Heartleaf,No Intervention,False
Vascular Plant,Hexastylis shuttleworthii,"Large-Flowered Heartleaf, Spotted Little Brown Jugs",No Intervention,False
Vascular Plant,Bulbostylis capillaris,"Bulbostylis, Dense-Tuft Hair-Sedge",No Intervention,False
Vascular Plant,Carex,"Carex, Sedge, Sedge Species, Sedges",No Intervention,False
Vascular Plant,Carex abscondita,Thicket Sedge,No Intervention,False
Vascular Plant,Carex aestivalis,Summer Sedge,No Intervention,False
Vascular Plant,Carex aggregata,Glomerate Sedge,No Intervention,False
Vascular Plant,Carex albicans,Whitetinge Sedge,No Intervention,False
Vascular Plant,Carex albicans var. albicans,Sedge,No Intervention,False
Vascular Plant,Carex albicans var. australis,Sedge,No Intervention,False
Vascular Plant,Carex albicans var. emmonsii,"Emmons Sedge, Sedge",No Intervention,False
Vascular Plant,Carex albolutescens,"Greenish-White Sedge, Light-Colored Sedge",No Intervention,False
Vascular Plant,Carex albursina,"A Sedge, Sedge",No Intervention,False
Vascular Plant,Carex amphibola,Eastern Narrowleaf Sedge,No Intervention,False
Vascular Plant,Carex amphibola var. rigida,"A Sedge, Rigid Sedge",No Intervention,False
Vascular Plant,Carex amphibola var. turgida,Turgid Sedge,No Intervention,False
Vascular Plant,Carex annectens,"A Sedge, Sedge",No Intervention,False
Vascular Plant,Carex appalachica,Appalachian Sedge,No Intervention,False
Vascular Plant,Carex atlantica,Prickly Bog Sedge,No Intervention,False
Vascular Plant,Carex atlantica ssp. atlantica,Sedge,No Intervention,False
Vascular Plant,Carex atlantica ssp. capillacea,Prickly Bog Sedge,No Intervention,False
Vascular Plant,Carex austrocaroliniana,"A Sedge, South Carolina Sedge",No Intervention,False
Vascular Plant,Carex baileyi,"Bailey Sedge, Bailey's Sedge",No Intervention,False
Vascular Plant,Carex barrattii,Barratt's Sedge,No Intervention,False
Vascular Plant,Carex biltmoreana,Biltmore Sedge,No Intervention,False
Vascular Plant,Carex blanda,"Sedge, Woodland Sedge",No Intervention,False
Vascular Plant,Carex brevior,"Brevior Sedge, Fescue Sedge, Shortbeak Sedge",No Intervention,False
Vascular Plant,Carex bromoides,"A Sedge, Sedge",No Intervention,False
Vascular Plant,Carex brunnescens ssp. brunnescens,Brownish Sedge,No Intervention,False
Vascular Plant,Carex brunnescens ssp. sphaerostachya,"Brownish Sedge, Few Flowered Sedge",No Intervention,False
Vascular Plant,Carex caroliniana,"Carolina Sedge, Hirsute Sedge",No Intervention,False
Vascular Plant,Carex cephalophora,"Oval-Leaved Sedge, Sedge",No Intervention,False
Vascular Plant,Carex cherokeensis,Cherokee Sedge,No Intervention,False
Vascular Plant,Carex communis,"Common Sedge, Fibrous-Root Sedge",No Intervention,False
Vascular Plant,Carex communis var. amplisquama,Dixie Sedge,Species of Concern,True
Vascular Plant,Carex communis var. communis,Fibrousroot Sedge,No Intervention,False
Vascular Plant,Carex complanata,Blue Sedge,No Intervention,False
Vascular Plant,Carex conjuncta,Soft Fox Sedge,No Intervention,False
Vascular Plant,Carex corrugata,Prune-Fruit Sedge,No Intervention,False
Vascular Plant,Carex crebriflora,Coastalplain Sedge,No Intervention,False
Vascular Plant,Carex crinita var. crinita,Drooping Sedge,No Intervention,False
Vascular Plant,Carex cristatella,"Sedge, Small Crested Sedge",No Intervention,False
Vascular Plant,Carex cumberlandensis,Local Sedge,No Intervention,False
Vascular Plant,Carex debilis,"White Edge Sedge, White-Edge Sedge",No Intervention,False
Vascular Plant,Carex debilis var. debilis,White Edge Sedge,No Intervention,False
Vascular Plant,Carex debilis var. interjecta,Necklace Sedge,No Intervention,False
Vascular Plant,Carex debilis var. pubera,Hairy Necklace Sedge,No Intervention,False
Vascular Plant,Carex debilis var. rudgei,"Necklace Sedge, White-Edge Sedge",No Intervention,False
Vascular Plant,Carex eburnea,"Black-Fruited Sedge, Ebony Sedge",No Intervention,False
Vascular Plant,Carex festucacea,Fescue Sedge,No Intervention,False
Vascular Plant,Carex flaccosperma,Thinfruit Sedge,No Intervention,False
Vascular Plant,Carex frankii,"Frank Sedge, Frank's Sedge",No Intervention,False
Vascular Plant,Carex gracilescens,Slender Looseflower Sedge,No Intervention,False
Vascular Plant,Carex gracillima,Graceful Sedge,No Intervention,False
Vascular Plant,Carex granularis,Granular Sedge,No Intervention,False
Vascular Plant,Carex gravida var. lunelliana,Heavy Sedge,No Intervention,False
Vascular Plant,Carex grayi,Gray's Sedge,No Intervention,False
Vascular Plant,Carex grisea,Inflated Narrow-Leaf Sedge,No Intervention,False
Vascular Plant,Carex gynandra,"A Sedge, Drooping Sedge",No Intervention,False
Vascular Plant,Carex hirsutella,Hirsute Sedge,No Intervention,False
Vascular Plant,Carex intumescens,Intumescent Sedge,No Intervention,False
Vascular Plant,Carex jamesii,"James? Sedge, Nebraska Sedge",No Intervention,False
Vascular Plant,Carex kraliana,Kral's Sedge,No Intervention,False
Vascular Plant,Carex laevivaginata,"Sedge, Smooth-Sheath Sedge",No Intervention,False
Vascular Plant,Carex laxiculmis,"Sedge, Spreading Sedge",No Intervention,False
Vascular Plant,Carex laxiflora,"Broad Looseflower Sedge, Loose-Flowered Sedge",No Intervention,False
Vascular Plant,Carex leavenworthii,Leavenworth Sedge,No Intervention,False
Vascular Plant,Carex leptalea,"Bristly-Stalk Sedge, Sedge",No Intervention,False
Vascular Plant,Carex leptonervia,"Finely-Nerved Sedge, Nerved Sedge",No Intervention,False
Vascular Plant,Carex louisianica,Louisiana Sedge,No Intervention,False
Vascular Plant,Carex lucorum var. austrolucorum,Blue Ridge Sedge,No Intervention,False
Vascular Plant,Carex lucorum var. lucorum,Long-Beaked Sedge,No Intervention,False
Vascular Plant,Carex lupulina,"A Sedge, Larger Hop Sedge",No Intervention,False
Vascular Plant,Carex lurida,"Shallow Sedge, Smaller Hop Sedge",No Intervention,False
Vascular Plant,Carex macrochaeta,Alaska Large Awn Sedge,No Intervention,False
Vascular Plant,Carex misera,"Miserable Sedge, Wretched Sedge",No Intervention,False
Vascular Plant,Carex muehlenbergii var. muehlenbergii,Muhlenberg's Sedge,No Intervention,False
Vascular Plant,Carex nigromarginata,"Black-Edge Sedge, Black-Margined Sedge",No Intervention,False
Vascular Plant,Carex normalis,"A Sedge, Sedge",No Intervention,False
Vascular Plant,Carex oligocarpa,Sedge,No Intervention,False
Vascular Plant,Carex oxylepis var. oxylepis,Sharpscale Sedge,No Intervention,False
Vascular Plant,Carex pedunculata,"Longstalk Sedge, Peduncled Sedge",No Intervention,False
Vascular Plant,Carex pensylvanica,Pennsylvania Sedge,No Intervention,False
Vascular Plant,Carex plantaginea,Plantain-Leaved Sedge,No Intervention,False
Vascular Plant,Carex platyphylla,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",No Intervention,False
Vascular Plant,Carex prasina,Drooping Sedge,No Intervention,False
Vascular Plant,Carex projecta,"Necklace Sedge, Sedge",No Intervention,False
Vascular Plant,Carex purpurifera,"Purple Sedge, Purple-Based Sedge",No Intervention,False
Vascular Plant,Carex radiata,"Radiate Sedge, Stellate Sedge",No Intervention,False
Vascular Plant,Carex retroflexa,Reflexed Sedge,No Intervention,False
Vascular Plant,Carex rosea,"A Sedge, Roseate Sedge",No Intervention,False
Vascular Plant,Carex ruthii,"Ruth Sedge, Ruth's Sedge",No Intervention,False
Vascular Plant,Carex scabrata,Rough Sedge,No Intervention,False
Vascular Plant,Carex scoparia,"Pointed Broom Sedge, Sedge",No Intervention,False
Vascular Plant,Carex sparganioides,"Bur-Reed Sedge, Sedge",No Intervention,False
Vascular Plant,Carex squarrosa,"Round-Headed Sedge, Squarrose Sedge",No Intervention,False
Vascular Plant,Carex stipata,"Stalk-Grain Sedge, Stipate Sedge",No Intervention,False
Vascular Plant,Carex striatula,Lined Sedge,No Intervention,False
Vascular Plant,Carex stricta,Uptight Sedge,No Intervention,False
Vascular Plant,Carex styloflexa,"Bent Sedge, Sedge",No Intervention,False
Vascular Plant,Carex swanii,"Swan Sedge, Swan's Sedge",No Intervention,False
Vascular Plant,Carex texensis,Texas Sedge,No Intervention,False
Vascular Plant,Carex tonsa var. rugosperma,Parachute Sedge,No Intervention,False
Vascular Plant,Carex torta,Twisted Sedge,No Intervention,False
Vascular Plant,Carex tribuloides,"Blunt Broom Sedge, Sedge",No Intervention,False
Vascular Plant,Carex trichocarpa,Hairyfruit Sedge,No Intervention,False
Vascular Plant,Carex trisperma,Three-Seeded Sedge,No Intervention,False
Vascular Plant,Carex umbellata,"A Sedge, Umbel Sedge",No Intervention,False
Vascular Plant,Carex virescens,"Ribbed Sedge, Sedge",No Intervention,False
Vascular Plant,Carex vulpinoidea,Fox Sedge,No Intervention,False
Vascular Plant,Carex willdenowii,Willdenow's Sedge,No Intervention,False
Vascular Plant,Cymophyllus fraserianus,Fraser's Sedge,No Intervention,False
Vascular Plant,Cyperus bipartitus,"Shining Flatsedge, Slender Flatsedge",No Intervention,False
Vascular Plant,Cyperus croceus,Round-Headed Umbrella Sedge,No Intervention,False
Vascular Plant,Cyperus dipsaceus,"Wright Flatsedge, Wright's Flatsedge",No Intervention,False
Vascular Plant,Cyperus echinatus,Globe Flatsedge,No Intervention,False
Vascular Plant,Cyperus esculentus,Chufa Flatsedge,No Intervention,False
Vascular Plant,Cyperus flavescens,"Pale Flatsedge, Yellow Flatsedge",No Intervention,False
Vascular Plant,Cyperus iria,Ricefield Flatsedge,No Intervention,False
Vascular Plant,Cyperus lancastriensis,"Many-Flowered Umbrella-Sedge, Umbrella-Sedge",No Intervention,False
Vascular Plant,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,No Intervention,False
Vascular Plant,Cyperus polystachyos var. texensis,Umbrella-Sedge,No Intervention,False
Vascular Plant,Cyperus pseudovegetus,Marsh Flatsedge,No Intervention,False
Vascular Plant,Cyperus refractus,Reflexed Flatsedge,No Intervention,False
Vascular Plant,Cyperus retrofractus,Rough Flatsedge,No Intervention,False
Vascular Plant,Cyperus retrorsus,"Retrorse Flatsedge, Umbrella-Sedge",No Intervention,False
Vascular Plant,Cyperus retrorsus var. robustus,Pine Barren Flatsedge,No Intervention,False
Vascular Plant,Cyperus rivularis,Riverside Umbrella-Sedge,No Intervention,False
Vascular Plant,Cyperus rotundus,Nutgrass,No Intervention,False
Vascular Plant,Cyperus setigerus,Thin-Fruited Umbrella Sedge,No Intervention,False
Vascular Plant,Cyperus strigosus,"Straw-Colored Flatsedge, Umbrella-Sedge",No Intervention,False
Vascular Plant,Dulichium arundinaceum,Three-Way Sedge,No Intervention,False
Vascular Plant,Eleocharis acicularis,Needle Sedge,No Intervention,False
Vascular Plant,Eleocharis microcarpa,Smallfruit Spikerush,No Intervention,False
Vascular Plant,Eleocharis obtusa,"Blunt Spike-Rush, Spike-Rush",No Intervention,False
Vascular Plant,Eleocharis palustris,Spike-Rush,No Intervention,False
Vascular Plant,Eleocharis quadrangulata,Squarestem Spikerush,No Intervention,False
Vascular Plant,Eleocharis tenuis var. verrucosa,Slender Spikerush,No Intervention,False
Vascular Plant,Eleocharis tuberculosa,Cone-Cup Spikerush,No Intervention,False
Vascular Plant,Fimbristylis autumnalis,"Autumn Fimbristylis, Slender Fimbry",No Intervention,False
Vascular Plant,Fimbristylis tomentosa,Woolly Fimbry,No Intervention,False
Vascular Plant,Kyllinga brevifolioides,"Pasture Flatsedge, Short-Foliaged Umbrella-Sedge",No Intervention,False
Vascular Plant,Kyllinga gracillima,Spikesedge,No Intervention,False
Vascular Plant,Kyllinga pumila,Annual Umbrella-Sedge,No Intervention,False
Vascular Plant,Rhynchospora capitellata,"Beak-Rush, Brownish Beakrush",No Intervention,False
Vascular Plant,Rhynchospora glomerata,Clustered Beaksedge,No Intervention,False
Vascular Plant,Rhynchospora gracilenta,Slender Beaksedge,No Intervention,False
Vascular Plant,Schoenoplectus purshianus,Weakstalk Bulrush,No Intervention,False
Vascular Plant,Schoenoplectus tabernaemontani,"Great Bulrush, Softstem Bulrush, Soft-Stem Bulrush",No Intervention,False
Vascular Plant,Scirpus atrovirens,"Bulrush, Woolgrass Bulrush",No Intervention,False
Vascular Plant,Scirpus cyperinus,"Bulrush, Cottongrass Bulrush",No Intervention,False
Vascular Plant,Scirpus expansus,Woodland Bulrush,No Intervention,False
Vascular Plant,Scirpus lineatus,Drooping Bulrush,No Intervention,False
Vascular Plant,Scirpus pendulus,Rufous Bulrush,No Intervention,False
Vascular Plant,Scirpus polyphyllus,"Leafy Bulrush, Many-Leaved Bulrush",No Intervention,False
Vascular Plant,Scirpus purshianus,"Bulrush, Weakstalk Bulrush",No Intervention,False
Vascular Plant,Scirpus tabernaemontani,Great Bulrush,No Intervention,False
Vascular Plant,Scleria oligantha,"Little-Headed Nutrush, Nut-Rush",No Intervention,False
Vascular Plant,Scleria pauciflora,Fewflower Nutrush,No Intervention,False
Vascular Plant,Scleria triglomerata,"Nut-Rush, Whip Nutrush",No Intervention,False
Vascular Plant,Trichophorum caespitosum,Tufted Bulrush,No Intervention,False
Vascular Plant,Trichophorum caespitosus,Deerhair Bulrush,No Intervention,False
Vascular Plant,Juncus,Rush,No Intervention,False
Vascular Plant,Juncus acuminatus,"Acuminate Rush, Sharp-Fruit Rush",No Intervention,False
Vascular Plant,Juncus biflorus,Two-Flowered Rush,No Intervention,False
Vascular Plant,Juncus brevicaudatus,"Narrow-Panicled Rush, Short-Caudate Rush",No Intervention,False
Vascular Plant,Juncus canadensis,Canada Rush,No Intervention,False
Vascular Plant,Juncus coriaceus,"Coriaceous Rush, Leathery Rush",No Intervention,False
Vascular Plant,Juncus debilis,"Rush, Weak Rush",No Intervention,False
Vascular Plant,Juncus dichotomus,Rush,No Intervention,False
Vascular Plant,Juncus diffusissimus,"Diffuse Rush, Slimpod Rush",No Intervention,False
Vascular Plant,Juncus dudleyi,Dudley's Rush,No Intervention,False
Vascular Plant,Juncus effusus var. solutus,Lamp Rush,No Intervention,False
Vascular Plant,Juncus gymnocarpus,"Few-Seeded Rush, Naked-Fruited Rush",No Intervention,False
Vascular Plant,Juncus interior,Inland Rush,No Intervention,False
Vascular Plant,Juncus longii,Long's Rush,No Intervention,False
Vascular Plant,Juncus marginatus,"Grassleaf Rush, Margined Rush",No Intervention,False
Vascular Plant,Juncus scirpoides,"Rush, Scirpus-Like Rush",No Intervention,False
Vascular Plant,Juncus subcaudatus var. subcaudatus,Woodland Rush,No Intervention,False
Vascular Plant,Juncus tenuis,Poverty Rush,No Intervention,False
Vascular Plant,Juncus trifidus,Highland Rush,No Intervention,False
